Index,comments,cleanliness,location,luxury,family_friendly
8160,We enjoyed staying in Diewerts Appartment and would definetly come back. Everything is clean and the neighbourhood is very nice!,,,,
8161,Cozy place!,,,,
8162,"Super chambre, un petit cocon au dessus de l’eau on a adoré passer notre séjour à Amsterdam ici. Localisation très pratique, surtout si on loue des vélos ! Le Airbnb est très calme, la déco mignonne. C’est originale de dormir dans une maison sur l’eau 😊 <br/>Je recommanderai !",,,,
8163,Very nice!,,,,
8164,Der Aufenthalt war sehr schön und es war für alles gesorgt. Allerdings dauert es relativ lange bis man eine Antwort bekommt und in die Stadt dauert es zu Fuß rund 30 min.,,,,
8165,"Tolles, hochwertig ausgestattetes Hausboot mit sehr netten Vermietern. Wir haben uns sehr wohlgefühlt und wären am liebsten länger geblieben, wäre die Unterkunft nicht schon ausgebucht gewesen. Dafür hat Diewert uns netterweise ein Hotelzimmer vermittelt. Danke schön!<br/>PS: einziges Manko an der Lage des Boots: man schaut aus dem Fenster zwar auf den Kanal, allerdings dann direkt auf eine große Betonwand.",,,,
8166,"The room is in a nice quiet area.  Steep steps up to the room.  Then use a key code to let yourself in. The bedroom view is not the best - looking out onto a huge grey wall.  The bedroom is small and functional.  A mini fridge with water, chocolate and fizzies.  A coffee and tea maker is also there, a tv and radio.",,,,
8167,"A wonderful location! Ok a very quiet private street, so it’s not a place for partying. But it is a great location if you like walking and discovering the city! Close to all the highlights of Amsterdam! We loved also wandering the streets and enjoying the atmosphere. The room is small but we only needed it for sleeping so it was quite perfect! Very clean, simple, and safe. We felt safe walking the area even late at night.<br/><br/>Others have complained of the view- no it’s not on one of the story-book canals, there is an industrial wall but it had plants and yellow flowers, we saw gorgeous sunsets and there were ducks And heron daily to see. Falling asleep with the window open and hearing the water and rain was gorgeous!",,,,
8168,"We had an amazing stay at the house boat. Perfect location, close to all the hotspots in walking distance. Ask the owner for some tips, he knows some awesome spots! :-)",,,,
8169,its was perfect for what we were looking for. The Airbnb has lots of options with restaurants and coffeeshop around it so you can easily walk anywhere. the check in was easy and the family was very welcoming. thanks for everything!!!,,,,
8170,très bon séjour,,,,
8171,"Excellent stay, hassle free, very clean and has everything you will need.",,,,
8172,"We enjoyed our stay in this not huge room with bath. It didnt really feel like a houseboat, but was interesting to experience. We didnt mind the ""wall view"" at all and always had breakfast at ""coffee and juices"" less than a 10 minute walk away. We didnt get to meet Diewert, but did reach him immediately when we had to. Thanks again.",,,,
8173,"Nice area, friendly hosts. Comfortable bed, smaller than looks in pictures but large enough for sleeping.  Very little area for your stuff.  Think putting you suitcase on a chair and living out of it.",,,,
8174,Everything was perfect.,,,,
8175,"Die Unterkunft war super. Sie ist kleiner als es auf den Bildern aussieht, dennoch komplett ausreichend für uns. Die Unterkunft enthält eine kleine Sauna, die der Gastgeber auf Anfrage gerne für euch vorbereitet. Es dauert ein bisschen mit der Kommunikation/Antworten, es hat trotzdem alles geklappt. <br/>Zu Fuß braucht man 20-30 Minuten in die Stadt. <br/>Es ist fast flächendeckend Share Now oder Elektro Roller fahren möglich. <br/><br/>Danke das wir eure Gäste sein durften! :)",,,,
8176,"Clean, quiet location in a safe neighbourhood, close to the center and Jordaan.",,,,
8177,Zeer verzorgde kamer op toplocatie. Rustige omgeving op fietsafstand van het centrum. Diewert is een zeer aangename gastheer. Alles netjes en voldoende beschikbaar.,,,,
8178,"Das Hausboot von diewert ist ein perfekter Rückzugsort für einen Wochenendausflug. Es ist alles sauber und gemütlich. Die Kommunikation ist etwas schwierig. Parkplätze bucht man am besten online in dem Parkhaus in der Nähe Q-Park (20€/Tag), da die Parkplätze auf der Straße wesentlich teurer sind. <br/>Ich würde diese Unterkunft jedem weiter empfehlen!",,,,
8179,"Super stay at Diewerts! For me, it was perfectly close and yet separated from the big hype streets. The hosts gave good local tips and we enjoyed their sauna! The room is comfortable but not spacious. Anyway, one don’t really come to Amsterdam to stay home all day ;)",,,,
8180,"Endroit bien situé, le cadre est très sympathique et calme ! Idéal pour découvrir la ville le temps d’un week end",,,,
8181,"Diewert went above and beyond to accommodate my friend and I during our stay. His space is perfect - we loved the sounds and feeling of being on the water. For all the people complaining about the view of the wall - just want to clarify it has lovely greenery growing on it and the ducks and swans swimming by our window were such a joy. I would 100% stay again. Great water pressure, wonderful lighting too.",,,,
8182,Logement bien agencé et très bien desservît. Nous avons pu tout faire à pied c’était super. Nous avons passer un excellent séjour malgré la tempête folle. <br/>Merci beaucoup. Nous reviendrons avec plaisir.,,,,
8183,"Lovely stay in a boathouse. The room appears larger in the photo, but is it a lovely place nonetheless. The area is a 30 min walk from city centre and just a short tram ride. Diewert was very polite and accommodating.",,,,
